"source","data","timestamp","current_machine_status","prev_machine_status",

laundry_view,status set,2022-03-06 20:00:41.013000+00:00,busy,
laundry_view,status set,2022-03-06 20:26:10.751000+00:00,busy,
laundry_view,status set,2022-03-05 21:22:39.312000+00:00,busy,
laundry_view,status set,2022-03-07 00:21:40.001000+00:00,busy,
laundry_view,status set,2022-03-06 19:55:05.835000+00:00,busy,
laundry_view,status set,2022-03-06 18:40:49.655000+00:00,busy,
laundry_view,status set,2022-03-07 02:46:22.999000+00:00,busy,
laundry_view,status set,2022-03-05 13:44:35.758000+00:00,busy,
laundry_view,status set,2022-03-05 18:27:33.450000+00:00,busy,
laundry_view,status set,2022-03-05 18:22:28.088000+00:00,busy,
laundry_view,status set,2022-03-07 02:15:52.864000+00:00,busy,
laundry_view,status set,2022-03-07 02:17:54.820000+00:00,busy,
laundry_view,status set,2022-03-06 16:46:25.649000+00:00,busy,
laundry_view,status set,2022-03-06 12:46:00.174000+00:00,busy,
laundry_view,status set,2022-03-06 18:28:08.680000+00:00,busy,
laundry_view,status set,2022-03-06 00:36:53.114000+00:00,busy,
laundry_view,status set,2022-03-07 02:30:08.398000+00:00,busy,
laundry_view,status set,2022-03-06 00:44:30.009000+00:00,busy,
laundry_view,status set,2022-03-07 01:46:08.328000+00:00,busy,
laundry_view,status set,2022-03-06 00:57:41.465000+00:00,busy,
laundry_view,status set,2022-03-06 16:45:24.836000+00:00,busy,
laundry_view,status set,2022-03-05 17:47:37.205000+00:00,busy,
laundry_view,status set,2022-03-06 16:37:17.718000+00:00,busy,
laundry_view,status set,2022-03-05 17:53:12.872000+00:00,busy,
laundry_view,status set,2022-03-05 21:02:51.603000+00:00,busy,
laundry_view,status set,2022-03-07 00:15:34.981000+00:00,busy,
laundry_view,status set,2022-03-05 17:40:00.505000+00:00,busy,
laundry_view,status set,2022-03-06 15:18:02.196000+00:00,busy,
laundry_view,status set,2022-03-06 15:01:48.423000+00:00,busy,
laundry_view,status set,2022-03-06 15:09:25.029000+00:00,busy,
laundry_view,status set,2022-03-06 17:05:41.098000+00:00,busy,
laundry_view,status set,2022-03-05 13:53:43.355000+00:00,busy,
laundry_view,status set,2022-03-06 18:44:53.146000+00:00,busy,
laundry_view,status set,2022-03-06 18:49:26.875000+00:00,busy,
laundry_view,status set,2022-03-05 18:38:43.481000+00:00,busy,
laundry_view,status set,2022-03-05 18:34:40.179000+00:00,busy,
laundry_view,status set,2022-03-06 20:08:18.605000+00:00,busy,
laundry_view,status set,2022-03-07 01:27:52.581000+00:00,busy,
laundry_view,status set,2022-03-07 01:34:27.887000+00:00,busy,
laundry_view,status set,2022-03-06 20:13:23.407000+00:00,busy,
laundry_view,status set,2022-03-06 19:51:01.827000+00:00,busy,
laundry_view,status set,2022-03-05 17:32:22.946000+00:00,busy,
laundry_view,status set,2022-03-06 18:46:24.420000+00:00,busy,
laundry_view,status set,2022-03-05 17:48:07.658000+00:00,busy,
laundry_view,status set,2022-03-05 14:00:54.335000+00:00,busy,
laundry_view,status set,2022-03-05 13:54:13.760000+00:00,busy,
laundry_view,status set,2022-03-05 13:56:45.932000+00:00,busy,
laundry_view,status set,2022-03-07 00:25:43.621000+00:00,busy,
laundry_view,status set,2022-03-07 02:24:33.652000+00:00,busy,
laundry_view,status set,2022-03-07 00:14:34.044000+00:00,busy,
laundry_view,status set,2022-03-06 20:19:34.126000+00:00,busy,
laundry_view,status set,2022-03-05 17:37:57.630000+00:00,busy,
laundry_view,status set,2022-03-06 13:03:17.643000+00:00,busy,
laundry_view,status set,2022-03-06 00:37:54.033000+00:00,busy,
button,pressed,2022-03-06 01:04:31.113000+00:00,busy,
laundry_view,status set,2022-03-06 13:21:04.648000+00:00,busy,
laundry_view,status set,2022-03-05 13:49:09.439000+00:00,busy,
laundry_view,status set,2022-03-05 21:13:01.056000+00:00,busy,
laundry_view,status set,2022-03-06 19:56:37.150000+00:00,busy,
laundry_view,status set,2022-03-05 21:35:20.579000+00:00,busy,
laundry_view,status set,2022-03-06 16:28:39.851000+00:00,busy,
laundry_view,status set,2022-03-05 18:45:19.197000+00:00,busy,
laundry_view,status set,2022-03-06 20:21:36.019000+00:00,busy,
laundry_view,status set,2022-03-05 18:39:13.926000+00:00,busy,
laundry_view,status set,2022-03-07 01:29:23.800000+00:00,busy,
laundry_view,status set,2022-03-06 16:58:05.666000+00:00,busy,
laundry_view,status set,2022-03-06 13:06:20.452000+00:00,busy,
laundry_view,status set,2022-03-05 13:56:15.512000+00:00,busy,
laundry_view,status set,2022-03-05 13:42:03.544000+00:00,busy,
laundry_view,status set,2022-03-06 13:01:46.304000+00:00,busy,
laundry_view,status set,2022-03-07 01:15:11.648000+00:00,busy,
laundry_view,status set,2022-03-05 17:28:49.679000+00:00,busy,
laundry_view,status set,2022-03-06 20:20:35.095000+00:00,busy,
laundry_view,status set,2022-03-07 00:15:04.557000+00:00,busy,
laundry_view,status set,2022-03-06 19:52:02.893000+00:00,busy,
laundry_view,status set,2022-03-06 20:24:08.951000+00:00,busy,
laundry_view,status set,2022-03-07 01:40:33.315000+00:00,busy,
laundry_view,status set,2022-03-06 13:23:06.299000+00:00,busy,
laundry_view,status set,2022-03-05 18:21:57.738000+00:00,busy,
laundry_view,status set,2022-03-05 18:48:21.832000+00:00,busy,
laundry_view,status set,2022-03-05 18:25:30.689000+00:00,busy,
laundry_view,status set,2022-03-06 16:36:47.309000+00:00,busy,
laundry_view,status set,2022-03-06 01:02:16.521000+00:00,busy,
laundry_view,status set,2022-03-06 18:41:50.487000+00:00,busy,
laundry_view,status set,2022-03-05 13:44:05.233000+00:00,busy,
laundry_view,status set,2022-03-06 13:14:28.875000+00:00,busy,
laundry_view,status set,2022-03-06 00:32:49.701000+00:00,busy,
laundry_view,status set,2022-03-05 18:56:28.446000+00:00,busy,
laundry_view,status set,2022-03-06 20:16:00.663000+00:00,busy,
laundry_view,status set,2022-03-06 18:46:54.782000+00:00,busy,
laundry_view,status set,2022-03-06 19:03:08.336000+00:00,busy,
laundry_view,status set,2022-03-07 02:24:03.148000+00:00,busy,
laundry_view,status set,2022-03-06 15:23:06.377000+00:00,busy,
laundry_view,status set,2022-03-05 17:36:26.241000+00:00,busy,
laundry_view,status set,2022-03-05 17:27:18.317000+00:00,busy,
laundry_view,status set,2022-03-06 18:29:09.592000+00:00,busy,
laundry_view,status set,2022-03-05 21:16:03.846000+00:00,busy,
laundry_view,status set,2022-03-06 20:02:12.557000+00:00,busy,
laundry_view,status set,2022-03-05 18:24:29.812000+00:00,busy,
laundry_view,status set,2022-03-06 16:29:10.307000+00:00,busy,
laundry_view,status set,2022-03-06 00:39:55.893000+00:00,busy,
laundry_view,status set,2022-03-05 13:31:21.829000+00:00,busy,
laundry_view,status set,2022-03-06 20:17:01.591000+00:00,busy,
laundry_view,status set,2022-03-06 00:40:26.516000+00:00,busy,
laundry_view,status set,2022-03-06 20:12:22.425000+00:00,busy,
laundry_view,status set,2022-03-06 12:58:40.860000+00:00,busy,
laundry_view,status set,2022-03-05 18:45:49.668000+00:00,busy,
laundry_view,status set,2022-03-07 00:39:55.850000+00:00,busy,
laundry_view,status set,2022-03-06 19:51:32.406000+00:00,busy,
laundry_view,status set,2022-03-07 01:42:04.764000+00:00,busy,
laundry_view,status set,2022-03-07 00:13:33+00:00,busy,
laundry_view,status set,2022-03-06 18:33:43.366000+00:00,busy,
laundry_view,status set,2022-03-06 01:04:48.794000+00:00,busy,
laundry_view,status set,2022-03-05 18:52:25.134000+00:00,busy,
laundry_view,status set,2022-03-07 01:46:38.757000+00:00,busy,
laundry_view,status set,2022-03-06 18:57:33.537000+00:00,busy,
laundry_view,status set,2022-03-05 18:00:49.471000+00:00,busy,
laundry_view,status set,2022-03-05 17:49:08.444000+00:00,busy,
laundry_view,status set,2022-03-05 13:33:53.862000+00:00,busy,
laundry_view,status set,2022-03-06 17:00:37.692000+00:00,busy,
laundry_view,status set,2022-03-07 00:35:21.983000+00:00,busy,
laundry_view,status set,2022-03-06 12:47:31.578000+00:00,busy,
laundry_view,status set,2022-03-07 00:12:01.368000+00:00,busy,
laundry_view,status set,2022-03-07 02:31:40.053000+00:00,busy,
laundry_view,status set,2022-03-06 19:55:36.345000+00:00,busy,
laundry_view,status set,2022-03-05 17:45:05.051000+00:00,busy,
laundry_view,status set,2022-03-06 12:59:14.213000+00:00,busy,
laundry_view,status changed,2022-03-06 01:06:50.460000+00:00,waiting,busy
laundry_view,status set,2022-03-06 17:06:11.452000+00:00,busy,
laundry_view,status set,2022-03-07 01:28:23.013000+00:00,busy,
laundry_view,status set,2022-03-06 15:13:58.900000+00:00,busy,
laundry_view,status set,2022-03-06 16:34:15.126000+00:00,busy,
